id,Heart Disease
630000,0.9405507739846889
630001,0.008826095811061418
630002,0.9881227555503924
630003,0.008625158680860445
630004,0.23086671609341924
630005,0.9827103689604247
630006,0.004666897513705415
630007,0.6576166898902286
630008,0.9928991629896301
630009,0.015102367306933706
630010,0.8984786428717975
630011,0.3008374574212991
630012,0.9678179332862265
630013,0.9585698645090817
630014,0.9939213234262374
630015,0.17214536232363709
630016,0.006217873718887823
630017,0.9725378769326916
630018,0.016254469808162808
630019,0.42408757442207645
630020,0.6783512004200372
630021,0.08579550361146882
630022,0.846419442411411
630023,0.1512817239340325
630024,0.5745648580716232
630025,0.7407278310608771
630026,0.007251447647748099
630027,0.13585792588688628
630028,0.475302318721618
630029,0.17581999406917914
630030,0.0017032314470473153
630031,0.9030872029334734
630032,0.04850491177089633
630033,0.08097435091214844
630034,0.008084744333370808
630035,0.039453190929008675
630036,0.8913471197275104
630037,0.9921440541644209
630038,0.008857902801090112
630039,0.9876106426492803
630040,0.9554733450299951
630041,0.9956428261892606
630042,0.31336335428283524
630043,0.9003875273215415
630044,0.0357479249211593
630045,0.997095808287943
630046,0.7211449076754812
630047,0.9756230895627421
630048,0.46405065005327795
630049,0.7825922985795475
630050,0.05718984403381666
630051,0.39196270471831174
630052,0.9825030096728341
630053,0.005722624196623394
630054,0.828764150502965
630055,0.03629197703209619
630056,0.9267181526270449
630057,0.773594282880633
630058,0.9932760557881559
630059,0.6136845600998662
630060,0.9641148386148675
630061,0.9808458047871847
630062,0.4094143089058222
630063,0.30755680412946673
630064,0.05955530516452712
630065,0.055553963199096446
630066,0.9879498454921938
630067,0.07874025961267217
630068,0.08524018601267258
630069,0.4551104634080818
630070,0.3495523527942256
630071,0.004222420946719763
630072,0.02979581332839487
630073,0.013510158115061288
630074,0.10018601505651448
630075,0.9399807990864298
630076,0.9856569992697862
630077,0.7920814650898678
630078,0.044530936425686174
630079,0.052632885958582176
630080,0.8389192459580666
630081,0.9682408863363918
630082,0.7784145469244507
630083,0.9936864061904283
630084,0.04856380374555902
630085,0.6343439180181412
630086,0.022362529561384736
630087,0.7950698211312291
630088,0.0414563987590697
630089,0.997387982427201
630090,0.09427938636009026
630091,0.9963726654673831
630092,0.012333070686737058
630093,0.9972736447742584
630094,0.8872172995271227
630095,0.052376984051341946
630096,0.9785087775251181
630097,0.08932715553117887
630098,0.9960113061496527
630099,0.8045787022154318
630100,0.05446239304256406
630101,0.17902054897771702
630102,0.03656509534116814
630103,0.018504121396474837
630104,0.7706934462973529
630105,0.02153033401883231
630106,0.03596123413055352
630107,0.9312405480032565
630108,0.08945586984699216
630109,0.13038931140661203
630110,0.30679732798006687
630111,0.16229999283127905
630112,0.9015424072801103
630113,0.9460309139789844
630114,0.9854279506137676
630115,0.9955128397313403
630116,0.012430591785817957
630117,0.028482533710431412
630118,0.9945231242697227
630119,0.1535059168542019
630120,0.8115202291996221
630121,0.8587659366041391
630122,0.05352487853184962
630123,0.40109305963845954
630124,0.0351465231322553
630125,0.7164784601612567
630126,0.01710557543724811
630127,0.07055545464677793
630128,0.7733533896686533
630129,0.04590236711057938
630130,0.006837045305568945
630131,0.9737617779643308
630132,0.03625787884202192
630133,0.007824806836150722
630134,0.7379335986962499
630135,0.9185196376625923
630136,0.9898632110697912
630137,0.46179896578727486
630138,0.006452405199668831
630139,0.6991063419656731
630140,0.162937999832249
630141,0.9893898802831909
630142,0.04460703846795544
630143,0.0009231101586240076
630144,0.012446253950250341
630145,0.06183214605703258
630146,0.04639287520552959
630147,0.048533652953763884
630148,0.7950042500912397
630149,0.9935494384846844
630150,0.025563429242373092
630151,0.9909813529651604
630152,0.9836322850742963
630153,0.20361889585318926
630154,0.04336230844516564
630155,0.9830344487202296
630156,0.9974048866541771
630157,0.993700660219072
630158,0.3501909608313083
630159,0.9269893606444211
630160,0.07011478188286135
630161,0.0027977255937458034
630162,0.2551689549500875
630163,0.9065631307069338
630164,0.10150707012242044
630165,0.010878713874360124
630166,0.05057771982004289
630167,0.9886683527158131
630168,0.04025037232070727
630169,0.24659913340663475
630170,0.027356750980112032
630171,0.7730450080741972
630172,0.6805037978917785
630173,0.007751638411356954
630174,0.9915286165986184
630175,0.5566895436773691
630176,0.9695465548619059
630177,0.7588673558800927
630178,0.41494602337938014
630179,0.9450847143501633
630180,0.9953303790471953
630181,0.007129559316173317
630182,0.034768185143812635
630183,0.7937434048864811
630184,0.9503897227134335
630185,0.9813118858925032
630186,0.08302177907606723
630187,0.9769501243200835
630188,0.9917860685003167
630189,0.024357627408411076
630190,0.9770841740612496
630191,0.9548590824804735
630192,0.9573659319515722
630193,0.9630837466772789
630194,0.1682403949777883
630195,0.12879957060199443
630196,0.9029874078499542
630197,0.03184765400180356
630198,0.06818775041588188
630199,0.1186061540368415
630200,0.9590701633721181
630201,0.0962726824625677
630202,0.8453653528309013
630203,0.00940294247152984
630204,0.9549242766225235
630205,0.008722132819474093
630206,0.03079234178251289
630207,0.7085475670986902
630208,0.043552181517777844
630209,0.04226170139227503
630210,0.012974756775316343
630211,0.18257364052992575
630212,0.6834354698466407
630213,0.9981507048618349
630214,0.9953539912778441
630215,0.9672421255988357
630216,0.015783730158444476
630217,0.9896836030492698
630218,0.010937011839269095
630219,0.6285229904939007
630220,0.18732839198642348
630221,0.020820356771928505
630222,0.9716257461911356
630223,0.8842140204366923
630224,0.10807667695554302
630225,0.07458622498766421
630226,0.3349360184107213
630227,0.050939423204234724
630228,0.07893341552803212
630229,0.0497939948620455
630230,0.09805682617589606
630231,0.16984313228152437
630232,0.058391708009124965
630233,0.9800094945306678
630234,0.01784269067797839
630235,0.8331782115227797
630236,0.9965297621147683
630237,0.22754556287518157
630238,0.8296829149187921
630239,0.02061595445339237
630240,0.8465444099731045
630241,0.004720844799110391
630242,0.12754542759008358
630243,0.633054331992645
630244,0.09392774331851494
630245,0.9936380207297757
630246,0.012201955446398904
630247,0.9723620209829845
630248,0.9773846132284467
630249,0.08489185706294256
630250,0.0025960399011705215
630251,0.05266471655997351
630252,0.9564213810766502
630253,0.978390546729631
630254,0.05998451551666817
630255,0.15938340901533699
630256,0.0694524225112153
630257,0.9947215377423526
630258,0.983374138526765
630259,0.9836874346138357
630260,0.9165671362500187
630261,0.06892444753351101
630262,0.9880319753096732
630263,0.9760150019964511
630264,0.9928078438500378
630265,0.19978104828422227
630266,0.3930277511127016
630267,0.021047109427642097
630268,0.04626739661181989
630269,0.6033042161619915
630270,0.04733859575229071
630271,0.016123217950449797
630272,0.33758062398270194
630273,0.9876007159080143
630274,0.012552143081743461
630275,0.9382381230683755
630276,0.9174546583497201
630277,0.9977444247509901
630278,0.5790121409458899
630279,0.06906548931326695
630280,0.9861760658763841
630281,0.9856634863448949
630282,0.4439687134030935
630283,0.1400035016849902
630284,0.026375321856459966
630285,0.9823921466570994
630286,0.8289821762867502
630287,0.9688479694691461
630288,0.17225132732037984
630289,0.8866639028067644
630290,0.8111806971349833
630291,0.05792904768396512
630292,0.9895048915764373
630293,0.46718249418020774
630294,0.013177286119562925
630295,0.05922038924230055
630296,0.03511292929103238
630297,0.07608723257275385
630298,0.9721250157422473
630299,0.9901050033364163
630300,0.027737816043744257
630301,0.9953271668683595
630302,0.007599176592250623
630303,0.05295467465815684
630304,0.17135414576360164
630305,0.9964169465620127
630306,0.42788513238556714
630307,0.9757887952763014
630308,0.9941920562069403
630309,0.5866750504040561
630310,0.03290365653220373
630311,0.09015087506380692
630312,0.03997372239565522
630313,0.7325353762055596
630314,0.08379359828679156
630315,0.016193382481601404
630316,0.9916242159674808
630317,0.9637305738810577
630318,0.036709148059126506
630319,0.9465148036632404
630320,0.029209036836720492
630321,0.9765686729493888
630322,0.9316757199797664
630323,0.9855304603896456
630324,0.05159237610201295
630325,0.032058039244381664
630326,0.049805824274671506
630327,0.01711712681119637
630328,0.021273143459317745
630329,0.08103038815667263
630330,0.9338726155630679
630331,0.9956032245987935
630332,0.8472547021359785
630333,0.7514187268889116
630334,0.31706198257584606
630335,0.01781699876110676
630336,0.21088793260242789
630337,0.012105161358345717
630338,0.7878625417783197
630339,0.8532615363132017
630340,0.026155287292713103
630341,0.026694550449351206
630342,0.049340478369166774
630343,0.5886352108772768
630344,0.02076888801850152
630345,0.9857667144663838
630346,0.9976881121267269
630347,0.5629333600008988
630348,0.31315955444932775
630349,0.14117830688954736
630350,0.5850612708356515
630351,0.060517708936582926
630352,0.3087839678643639
630353,0.02796377411146489
630354,0.9194227554557753
630355,0.037584332637422224
630356,0.014700365870380372
630357,0.9396988712136543
630358,0.37788847567216033
630359,0.9910825208655782
630360,0.04413941921069808
630361,0.022407597122189205
630362,0.7434440446574451
630363,0.8172438499047034
630364,0.00777025853686375
630365,0.058179508697354665
630366,0.05174913126819003
630367,0.9928263994287067
630368,0.9701344541026683
630369,0.8687378951385578
630370,0.4756490817678951
630371,0.26986994214121396
630372,0.13085235697735698
630373,0.03541580157537905
630374,0.9767699430242931
630375,0.8448997518045221
630376,0.9676819895853902
630377,0.031216784329616165
630378,0.09365717439656862
630379,0.021016347489741793
630380,0.7648699755242615
630381,0.6081365782592391
630382,0.016537764046736902
630383,0.9523866313101095
630384,0.10057083967750213
630385,0.0310007798387969
630386,0.9776021980118803
630387,0.9690926868218283
630388,0.7244750664368946
630389,0.9668913721536995
630390,0.9596356841715538
630391,0.722550121275146
630392,0.012471762767531591
630393,0.15073602721991142
