id,Heart Disease
630000,0.9386532288608731
630001,0.0077453540658017905
630002,0.984947315246287
630003,0.005429108079782974
630004,0.24484942101378587
630005,0.979863786801164
630006,0.003474657890322863
630007,0.6669831340892304
630008,0.9912114202787188
630009,0.012880113307400798
630010,0.8395565275793884
630011,0.2870292206197572
630012,0.9720741267358288
630013,0.9550749893762456
630014,0.9942961382204967
630015,0.1623327782603166
630016,0.004843068107166448
630017,0.9708322124317185
630018,0.019494435185210657
630019,0.5384959393893675
630020,0.6701925146058274
630021,0.08966624061711886
630022,0.8666361051255804
630023,0.11976621801103998
630024,0.6041656097872351
630025,0.6544349604924086
630026,0.0047895915562451985
630027,0.16332880599800376
630028,0.44695925384788865
630029,0.16473363706539135
630030,0.0019129301337112992
630031,0.9082842609775463
630032,0.034381497604474454
630033,0.09527482012491623
630034,0.0065970678514817305
630035,0.04997986065450949
630036,0.8945124262176088
630037,0.9934737331098882
630038,0.0059148347068158635
630039,0.9878448238407795
630040,0.9622161135348343
630041,0.9947975386527794
630042,0.35463489460581765
630043,0.9009184786887366
630044,0.033459482707591415
630045,0.9975630416041075
630046,0.6863336740860722
630047,0.9828014073151625
630048,0.4430081738666146
630049,0.7542044033940232
630050,0.05742556456993009
630051,0.489203893213557
630052,0.9915541717705473
630053,0.005559622665478603
630054,0.8210462693264011
630055,0.032633327555554315
630056,0.9330384065403369
630057,0.750142470493141
630058,0.996834498581754
630059,0.574746132444368
630060,0.957784681665417
630061,0.9789601142760638
630062,0.41523755392746364
630063,0.2707412823847084
630064,0.03418564750491376
630065,0.054664210920634726
630066,0.9901592028075714
630067,0.07882712945791481
630068,0.0921297038781399
630069,0.43798383388457074
630070,0.41191681179239215
630071,0.003379927036124608
630072,0.02709276333030669
630073,0.011754298913609906
630074,0.10495878169855855
630075,0.9441290034563506
630076,0.9909169245609366
630077,0.7625080516102063
630078,0.05483062385102766
630079,0.019736672105834796
630080,0.831381147589248
630081,0.9747333854770324
630082,0.816706790954898
630083,0.9917518242565002
630084,0.045206558611708414
630085,0.6512044737006148
630086,0.031265797133478934
630087,0.8026399754016886
630088,0.03683449788078841
630089,0.997430747447194
630090,0.0963926685300241
630091,0.9951807055377218
630092,0.011898926055492809
630093,0.9976946898671495
630094,0.8739116848120658
630095,0.04676530585306288
630096,0.97927059894407
630097,0.07338937653218353
630098,0.9973618667878281
630099,0.8277970012342144
630100,0.05125262208981135
630101,0.16310547487025662
630102,0.029757487341196764
630103,0.02572566598154602
630104,0.7860403416411459
630105,0.02287487431310803
630106,0.03381108696634183
630107,0.9348569207634462
630108,0.06898005115823286
630109,0.14656929068919444
630110,0.32556211740998536
630111,0.14232133085943843
630112,0.8806680557198836
630113,0.9476271013242625
630114,0.9857245721340331
630115,0.9956381723850426
630116,0.01640915218509381
630117,0.03275306313888959
630118,0.9957913407499801
630119,0.16389039561077828
630120,0.8147942189630345
630121,0.8129470686580549
630122,0.0357664778226322
630123,0.42391305073394886
630124,0.03764896798820877
630125,0.7410623411791752
630126,0.016502628009238685
630127,0.07476350659452435
630128,0.7807307101877357
630129,0.022994934804247524
630130,0.0038011786680318127
630131,0.9747077897644228
630132,0.027599383855194393
630133,0.00503945680944462
630134,0.770455094119596
630135,0.9008557405884006
630136,0.9871670346529455
630137,0.525487619499516
630138,0.005886561901690401
630139,0.6569808648181176
630140,0.14191829104632997
630141,0.9873810602646275
630142,0.03746392025511752
630143,0.000496893600871573
630144,0.012750066607555566
630145,0.06917957918666923
630146,0.04353321510495278
630147,0.05445441871119944
630148,0.8046843924123546
630149,0.9936987853314956
630150,0.022566513836770996
630151,0.9905634540944108
630152,0.9843945088544153
630153,0.1967058912110367
630154,0.07637399312137716
630155,0.9843882841415179
630156,0.9961931180772363
630157,0.9934365855778191
630158,0.3167087534074813
630159,0.8882855747065157
630160,0.06394905491209435
630161,0.005866795695309568
630162,0.28271348535867963
630163,0.9097103714496039
630164,0.09819813761481355
630165,0.009103580489236873
630166,0.046377951950496266
630167,0.9894757591527854
630168,0.05202246330658117
630169,0.23920421065889996
630170,0.027507916790973863
630171,0.76601639138367
630172,0.71347650143742
